Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Dynamic provisioning in multi-tenant service clouds","Service Oriented Computing and Applications","","6","4","10.1007/s11761-012-0116-0","Lakshmi RamachandranNanjangud C. NarendraKarthikeyan Ponnalagu","2012","http://link.springer.com/article/10.1007/s11761-012-0116-0","Article"
"Code completion of multiple keywords from abbreviated input","Automated Software Engineering","","18","3 - 4","10.1007/s10515-011-0083-2","Sangmok HanDavid R. WallaceRobert C. Miller","2011","http://link.springer.com/article/10.1007/s10515-011-0083-2","Article"
"Composition methods for constructing characteristic formulas for dense-time models","Programming and Computer Software","","38","6","10.1134/S0361768812060023","E. N. Bozhenkova","2012","http://link.springer.com/article/10.1134/S0361768812060023","Article"
"Behavioral specification of reactive systems using stream-based I/O tables","Software & Systems Modeling","","12","2","10.1007/s10270-011-0204-1","Judith ThyssenBenjamin Hummel","2013","http://link.springer.com/article/10.1007/s10270-011-0204-1","Article"
"Program sketching","International Journal on Software Tools for Technology Transfer","","15","5 - 6","10.1007/s10009-012-0249-7","Armando Solar-Lezama","2013","http://link.springer.com/article/10.1007/s10009-012-0249-7","Article"
"Efficient semi-automated assessment of annotations trustworthiness","Journal of Trust Management","","1","1","10.1186/2196-064X-1-3","Davide CeolinArchana NottamkandathWan Fokkink","2014","http://link.springer.com/article/10.1186/2196-064X-1-3","Article"
"Runtime verification of concurrency-specific correctness criteria","International Journal on Software Tools for Technology Transfer","","14","3","10.1007/s10009-011-0210-1","Shaz QadeerSerdar Tasiran","2012","http://link.springer.com/article/10.1007/s10009-011-0210-1","Article"
"Enhancing the OPEN Process Framework with service-oriented method fragments","Software & Systems Modeling","","13","1","10.1007/s10270-011-0222-z","Mahdi Fahmideh GholamiMohsen SharifiPooyan Jamshidi","2014","http://link.springer.com/article/10.1007/s10270-011-0222-z","Article"
"WSCMon: runtime monitoring of web service orchestration based on refinement checking","Service Oriented Computing and Applications","","6","1","10.1007/s11761-011-0098-3","Mohsen KhaxarSaeed Jalili","2012","http://link.springer.com/article/10.1007/s11761-011-0098-3","Article"
"A Parallel Implementation for the Negative Cost Girth Problem","International Journal of Parallel Programming","","43","2","10.1007/s10766-013-0300-7","Matthew WilliamsonK. Subramani","2015","http://link.springer.com/article/10.1007/s10766-013-0300-7","Article"
"Preface","International Journal on Software Tools for Technology Transfer","","13","3","10.1007/s10009-011-0194-x","Hana ChocklerAlan J. Hu","2011","http://link.springer.com/article/10.1007/s10009-011-0194-x","Article"
"Using Dynamic Runtime Testing for Rapid Development of Architectural Simulators","International Journal of Parallel Programming","","42","1","10.1007/s10766-012-0208-7","Saša TomićAdrián CristalOsman UnsalMateo Valero","2014","http://link.springer.com/article/10.1007/s10766-012-0208-7","Article"
"Generic patch inference","Automated Software Engineering","","17","2","10.1007/s10515-010-0062-z","Jesper AndersenJulia L. Lawall","2010","http://link.springer.com/article/10.1007/s10515-010-0062-z","Article"
"Cloud-Based Code Execution Framework for scientific problem solving environments","Journal of Cloud Computing: Advances, Systems and Applications","","2","1","10.1186/2192-113X-2-11","Thomas LudescherThomas FeilhauerPeter Brezany","2013","http://link.springer.com/article/10.1186/2192-113X-2-11","Article"
"Mining the impact of evolution categories on object-oriented metrics","Software Quality Journal","","21","4","10.1007/s11219-012-9186-7","Henrique RochaCesar CoutoCristiano MaffortRogel GarciaClarisse SimoesLeonardo PassosMarco Tulio Valente","2013","http://link.springer.com/article/10.1007/s11219-012-9186-7","Article"
"On the modeling and generation of service-oriented tool chains","Software & Systems Modeling","","13","2","10.1007/s10270-012-0275-7","Matthias BiehlJad El-KhouryFrédéric LoiretMartin Törngren","2014","http://link.springer.com/article/10.1007/s10270-012-0275-7","Article"
"Seed Selection for Spread of Influence in Social Networks: Temporal vs. Static Approach","New Generation Computing","","32","3 - 4","10.1007/s00354-014-0402-9","Radosław MichalskiTomasz KajdanowiczPiotr BródkaPrzemysław Kazienko","2014","http://link.springer.com/article/10.1007/s00354-014-0402-9","Article"
"Statistical model checking for biological systems","International Journal on Software Tools for Technology Transfer","","17","3","10.1007/s10009-014-0323-4","Alexandre DavidKim G. LarsenAxel LegayMarius MikučionisDanny Bøgsted PoulsenSean Sedwards","2015","http://link.springer.com/article/10.1007/s10009-014-0323-4","Article"
"A system level view of Petascale I/O on IBM Blue Gene/P","Computer Science - Research and Development","","26","3 - 4","10.1007/s00450-011-0154-4","Wolfgang FringsMichael Hennecke","2011","http://link.springer.com/article/10.1007/s00450-011-0154-4","Article"
"Design for service compatibility","Software & Systems Modeling","","12","3","10.1007/s10270-012-0229-0","Georg GrossmannMichael SchreflMarkus Stumptner","2013","http://link.springer.com/article/10.1007/s10270-012-0229-0","Article"
"Semantically-based crossover in genetic programming: application to real-valued symbolic regression","Genetic Programming and Evolvable Machines","","12","2","10.1007/s10710-010-9121-2","Nguyen Quang UyNguyen Xuan HoaiMichael O’NeillR. I. McKayEdgar Galván-López","2011","http://link.springer.com/article/10.1007/s10710-010-9121-2","Article"
"GReTL: an extensible, operational, graph-based transformation language","Software & Systems Modeling","","13","1","10.1007/s10270-012-0250-3","Jürgen EbertTassilo Horn","2014","http://link.springer.com/article/10.1007/s10270-012-0250-3","Article"
"Architecture analysis of enterprise systems modifiability: a metamodel for software change cost estimation","Software Quality Journal","","18","4","10.1007/s11219-010-9100-0","Robert LagerströmPontus JohnsonMathias Ekstedt","2010","http://link.springer.com/article/10.1007/s11219-010-9100-0","Article"
"Security risk analysis of system changes exemplified within the oil and gas domain","International Journal on Software Tools for Technology Transfer","","17","3","10.1007/s10009-014-0351-0","Atle RefsdalBjørnar SolhaugKetil Stølen","2015","http://link.springer.com/article/10.1007/s10009-014-0351-0","Article"
"Hybrid Transactional Memory with Pessimistic Concurrency Control","International Journal of Parallel Programming","","39","3","10.1007/s10766-010-0158-x","Enrique VallejoSutirtha SanyalTim HarrisFernando VallejoRamón BeivideOsman UnsalAdrián CristalMateo Valero","2011","http://link.springer.com/article/10.1007/s10766-010-0158-x","Article"
"New bounds for the controller problem","Distributed Computing","","24","3 - 4","10.1007/s00446-010-0119-z","Yuval EmekAmos Korman","2011","http://link.springer.com/article/10.1007/s00446-010-0119-z","Article"
"A quality driven extension to the QVT-relations transformation
			language","Computer Science - Research and Development","","30","1","10.1007/s00450-011-0202-0","Mauro Luigi DragoCarlo GhezziRaffaela Mirandola","2015","http://link.springer.com/article/10.1007/s00450-011-0202-0","Article"
"More testable properties","International Journal on Software Tools for Technology Transfer","","14","4","10.1007/s10009-011-0220-z","Yliès FalconeJean-Claude FernandezThierry JéronHervé MarchandLaurent Mounier","2012","http://link.springer.com/article/10.1007/s10009-011-0220-z","Article"
"The WTE+ framework: automated construction and runtime adaptation of service mashups","Automated Software Engineering","","20","4","10.1007/s10515-012-0105-8","Anna HristoskovaBruno VolckaertFilip De Turck","2013","http://link.springer.com/article/10.1007/s10515-012-0105-8","Article"
"Lessons learned from building model-driven development tools","Software & Systems Modeling","","11","4","10.1007/s10270-012-0257-9","Richard F. PaigeDániel Varró","2012","http://link.springer.com/article/10.1007/s10270-012-0257-9","Article"
"Dynamic hierarchical mega models: comprehensive traceability and its efficient maintenance","Software & Systems Modeling","","9","4","10.1007/s10270-009-0146-z","Andreas SeibelStefan NeumannHolger Giese","2010","http://link.springer.com/article/10.1007/s10270-009-0146-z","Article"
"Software Controlled Adaptive Pre-Execution for Data Prefetching","International Journal of Parallel Programming","","40","4","10.1007/s10766-011-0190-5","Ákos DudásSándor JuhászTamás Schrádi","2012","http://link.springer.com/article/10.1007/s10766-011-0190-5","Article"
"Eclipse API usage: the good and the bad","Software Quality Journal","","23","1","10.1007/s11219-013-9221-3","John BusingeAlexander SerebrenikMark G. J. van den Brand","2015","http://link.springer.com/article/10.1007/s11219-013-9221-3","Article"
"Exclusively Your’s: Dynamic Individuate Search by Extending User Profile","New Generation Computing","","28","1","10.1007/s00354-008-0075-3","Harshit KumarSanggil Kang","2010","http://link.springer.com/article/10.1007/s00354-008-0075-3","Article"
"Risk management for self-adapting self-organizing emergent multi-agent systems performing dynamic task fulfillment","Autonomous Agents and Multi-Agent Systems","","29","5","10.1007/s10458-014-9274-0","Jonathan HudsonJörg Denzinger","2015","http://link.springer.com/article/10.1007/s10458-014-9274-0","Article"
"Patch rejection in Firefox: negative reviews, backouts, and issue reopening","Journal of Software Engineering Research and Development","","3","1","10.1186/s40411-015-0024-z","Rodrigo RG SouzaChristina FG ChavezRoberto A Bittencourt","2015","http://link.springer.com/article/10.1186/s40411-015-0024-z","Article"
"A recommender system based on historical usage data for web service discovery","Service Oriented Computing and Applications","","6","1","10.1007/s11761-011-0099-2","Nguyen Ngoc ChanWalid GaaloulSamir Tata","2012","http://link.springer.com/article/10.1007/s11761-011-0099-2","Article"
"Incorporating Usability Evaluation in Software Development Environments","KI - Künstliche Intelligenz","","26","2","10.1007/s13218-012-0184-5","Shah Rukh Humayoun","2012","http://link.springer.com/article/10.1007/s13218-012-0184-5","Article"
"Service-oriented smart home applications: composition, code generation, deployment, and execution","Service Oriented Computing and Applications","","6","1","10.1007/s11761-011-0086-7","Wu LiYann-Hang LeeWei-Tek TsaiJingjing XuYoung-Sung SonJun-Hee ParkKyung-Duk Moon","2012","http://link.springer.com/article/10.1007/s11761-011-0086-7","Article"
"Query optimization in information integration","Acta Informatica","","50","4","10.1007/s00236-013-0179-1","Dongfeng ChenRada ChirkovaFereidoon SadriTiia J. Salo","2013","http://link.springer.com/article/10.1007/s00236-013-0179-1","Article"
"A multiple comparative study of test-with development product changes and their effects on team speed and product quality","Empirical Software Engineering","","16","2","10.1007/s10664-010-9137-5","Steve BannermanAndrew Martin","2011","http://link.springer.com/article/10.1007/s10664-010-9137-5","Article"
"Goal-based business service composition","Service Oriented Computing and Applications","","7","4","10.1007/s11761-012-0126-y","Kyriakos KritikosSylvain KubickiEric Dubois","2013","http://link.springer.com/article/10.1007/s11761-012-0126-y","Article"
"Overcoming controllability problems in distributed testing from an input output transition system","Distributed Computing","","25","1","10.1007/s00446-011-0153-5","Robert M. Hierons","2012","http://link.springer.com/article/10.1007/s00446-011-0153-5","Article"
"Detecting Sybil attacks in vehicular networks","Journal of Trust Management","","1","1","10.1186/2196-064X-1-4","Muhammad Al-MutazLevi MalottSriram Chellappan","2014","http://link.springer.com/article/10.1186/2196-064X-1-4","Article"
"A Parallel Job Execution Time Estimation Approach Based on User Submission Patterns within Computational Grids","International Journal of Parallel Programming","","43","3","10.1007/s10766-013-0294-1","Feng LiangYunzhen LiuHai LiuShilong MaBettina Schnor","2015","http://link.springer.com/article/10.1007/s10766-013-0294-1","Article"
"Managing the evolution of data-intensive Web applications by model-driven techniques","Software & Systems Modeling","","12","1","10.1007/s10270-011-0193-0","Antonio CicchettiDavide Di RuscioLudovico IovinoAlfonso Pierantonio","2013","http://link.springer.com/article/10.1007/s10270-011-0193-0","Article"
"Can Computers Learn from the Aesthetic Wisdom of the Crowd?","KI - Künstliche Intelligenz","","27","1","10.1007/s13218-012-0232-1","Christian BauckhageKristian Kersting","2013","http://link.springer.com/article/10.1007/s13218-012-0232-1","Article"
"On the dataset shift problem in software engineering prediction models","Empirical Software Engineering","","17","1 - 2","10.1007/s10664-011-9182-8","Burak Turhan","2012","http://link.springer.com/article/10.1007/s10664-011-9182-8","Article"
"Model-based testing of software and systems: recent advances and challenges","International Journal on Software Tools for Technology Transfer","","14","4","10.1007/s10009-012-0240-3","Alexandre PetrenkoAdenilso SimaoJosé Carlos Maldonado","2012","http://link.springer.com/article/10.1007/s10009-012-0240-3","Article"
"Hybrid test language processing based framework for test case optimization","CSI Transactions on ICT","","3","2 - 4","10.1007/s40012-015-0073-9","Mukesh MannOm Prakash SangwanPradeep Tomar","2015","http://link.springer.com/article/10.1007/s40012-015-0073-9","Article"
"What can you verify and enforce at runtime?","International Journal on Software Tools for Technology Transfer","","14","3","10.1007/s10009-011-0196-8","Yliès FalconeJean-Claude FernandezLaurent Mounier","2012","http://link.springer.com/article/10.1007/s10009-011-0196-8","Article"
"The mailbox problem","Distributed Computing","","23","2","10.1007/s00446-010-0102-8","Marcos K. AguileraEli GafniLeslie Lamport","2010","http://link.springer.com/article/10.1007/s00446-010-0102-8","Article"
"Seven at one stroke: LTL model checking for high-level specifications in B, Z, CSP, and more","International Journal on Software Tools for Technology Transfer","","12","1","10.1007/s10009-009-0132-3","Daniel PlaggeMichael Leuschel","2010","http://link.springer.com/article/10.1007/s10009-009-0132-3","Article"
"Software for improving the energy efficiency of a computer cluster","Programming and Computer Software","","36","6","10.1134/S0361768810060022","V. P. IvannikovD. A. GrushinN. N. KuzyurinA. I. PospelovA. V. Shokurov","2010","http://link.springer.com/article/10.1134/S0361768810060022","Article"
"A quality cost reduction model for large-scale software development","Software Quality Journal","","23","2","10.1007/s11219-014-9240-8","Tihana Galinac GrbacŽeljka CarDarko Huljenić","2015","http://link.springer.com/article/10.1007/s11219-014-9240-8","Article"
"B-Queue: Efficient and Practical Queuing for Fast Core-to-Core Communication","International Journal of Parallel Programming","","41","1","10.1007/s10766-012-0213-x","Junchang WangKai ZhangXinan TangBei Hua","2013","http://link.springer.com/article/10.1007/s10766-012-0213-x","Article"
"Statistical model checking for stochastic hybrid systems involving nondeterminism over continuous domains","International Journal on Software Tools for Technology Transfer","","17","4","10.1007/s10009-014-0329-y","Christian EllenSebastian GerwinnMartin Fränzle","2015","http://link.springer.com/article/10.1007/s10009-014-0329-y","Article"
"A multi-level security model for partitioning workflows over federated clouds","Journal of Cloud Computing: Advances, Systems and Applications","","1","1","10.1186/2192-113X-1-15","Paul Watson","2012","http://link.springer.com/article/10.1186/2192-113X-1-15","Article"
"Distributed discovery of large near-cliques","Distributed Computing","","24","2","10.1007/s00446-011-0132-x","Zvika BrakerskiBoaz Patt-Shamir","2011","http://link.springer.com/article/10.1007/s00446-011-0132-x","Article"
"Trust mechanisms for cloud computing","Journal of Cloud Computing: Advances, Systems and Applications","","2","1","10.1186/2192-113X-2-9","Jingwei HuangDavid M Nicol","2013","http://link.springer.com/article/10.1186/2192-113X-2-9","Article"
"Replication of empirical studies in software engineering research: a systematic mapping study","Empirical Software Engineering","","19","3","10.1007/s10664-012-9227-7","Fabio Q. B. da SilvaMarcos SuassunaA. César C. FrançaAlicia M. GrubbTatiana B. GouveiaCleviton V. F. MonteiroIgor Ebrahim dos Santos","2014","http://link.springer.com/article/10.1007/s10664-012-9227-7","Article"
"Automatic data collection for enterprise architecture models","Software & Systems Modeling","","13","2","10.1007/s10270-012-0252-1","Hannes HolmMarkus BuschleRobert LagerströmMathias Ekstedt","2014","http://link.springer.com/article/10.1007/s10270-012-0252-1","Article"
"Converting metamodels to graph grammars: doing without advanced graph grammar features","Software & Systems Modeling","","14","3","10.1007/s10270-013-0380-2","Luka FürstMarjan MernikViljan Mahnič","2015","http://link.springer.com/article/10.1007/s10270-013-0380-2","Article"
"Genetic Programming and Evolvable Machines: ten years of reviews","Genetic Programming and Evolvable Machines","","11","3 - 4","10.1007/s10710-010-9111-4","W. B. LangdonS. M. Gustafson","2010","http://link.springer.com/article/10.1007/s10710-010-9111-4","Article"
"Information spreading in dynamic graphs","Distributed Computing","","28","1","10.1007/s00446-014-0219-2","Andrea ClementiRiccardo SilvestriLuca Trevisan","2015","http://link.springer.com/article/10.1007/s00446-014-0219-2","Article"
"Inaccuracy in Private BitTorrent Measurements","International Journal of Parallel Programming","","43","3","10.1007/s10766-013-0282-5","Hai JinHonglei JiangShadi IbrahimXiaofei Liao","2015","http://link.springer.com/article/10.1007/s10766-013-0282-5","Article"
"INFORMATIK 2013 in Koblenz","Informatik-Spektrum","","36","6","10.1007/s00287-013-0744-6","","2013","http://link.springer.com/article/10.1007/s00287-013-0744-6","Article"
"Statistical abstraction and model-checking of large heterogeneous systems","International Journal on Software Tools for Technology Transfer","","14","1","10.1007/s10009-011-0201-2","Ananda BasuSaddek BensalemMarius BozgaBenoît DelahayeAxel Legay","2012","http://link.springer.com/article/10.1007/s10009-011-0201-2","Article"
"The CB tree: a practical concurrent self-adjusting search tree","Distributed Computing","","27","6","10.1007/s00446-014-0229-0","Yehuda AfekHaim KaplanBoris KorenfeldAdam MorrisonRobert E. Tarjan","2014","http://link.springer.com/article/10.1007/s00446-014-0229-0","Article"
"Introduction to the special issue on search based software engineering","Empirical Software Engineering","","18","3","10.1007/s10664-013-9257-9","Mel Ó CinnéideMyra B. Cohen","2013","http://link.springer.com/article/10.1007/s10664-013-9257-9","Article"
"Indefinite integration as term rewriting: Integrals containing tangent","Programming and Computer Software","","39","2","10.1134/S0361768813020059","J. HuY. HouA. D. RichD. J. Jeffrey","2013","http://link.springer.com/article/10.1134/S0361768813020059","Article"
"Introduction to the special section on runtime verification","International Journal on Software Tools for Technology Transfer","","14","3","10.1007/s10009-011-0218-6","Oleg SokolskyKlaus HavelundInsup Lee","2012","http://link.springer.com/article/10.1007/s10009-011-0218-6","Article"
"A formal model for the interoperability of service clouds","Service Oriented Computing and Applications","","6","3","10.1007/s11761-012-0101-7","Hui MaKlaus-Dieter ScheweBernhard ThalheimQing Wang","2012","http://link.springer.com/article/10.1007/s11761-012-0101-7","Article"
"A Wait-Free Multi-Word Compare-and-Swap Operation","International Journal of Parallel Programming","","43","4","10.1007/s10766-014-0308-7","Steven FeldmanPierre LaBordeDamian Dechev","2015","http://link.springer.com/article/10.1007/s10766-014-0308-7","Article"
"A reference requirements set for public service provision enterprise architectures","Software & Systems Modeling","","13","3","10.1007/s10270-012-0303-7","Efthimios TambourisEleni KalivaMichail LiarosKonstantinos Tarabanis","2014","http://link.springer.com/article/10.1007/s10270-012-0303-7","Article"
"Parallelization of Full Search Motion Estimation Algorithm for Parallel and Distributed Platforms","International Journal of Parallel Programming","","42","2","10.1007/s10766-012-0216-7","Eduarda MonteiroBruno VizzottoCláudio DinizMarilena MauleBruno ZattSergio Bampi","2014","http://link.springer.com/article/10.1007/s10766-012-0216-7","Article"
"Towards clone detection in UML domain models","Software & Systems Modeling","","12","2","10.1007/s10270-011-0217-9","Harald Störrle","2013","http://link.springer.com/article/10.1007/s10270-011-0217-9","Article"
"Approximate planning and verification for large Markov decision processes","International Journal on Software Tools for Technology Transfer","","17","4","10.1007/s10009-014-0344-z","Richard LassaigneSylvain Peyronnet","2015","http://link.springer.com/article/10.1007/s10009-014-0344-z","Article"
"How (and why) developers use the dynamic features of programming languages: the case of smalltalk","Empirical Software Engineering","","18","6","10.1007/s10664-012-9203-2","Oscar CallaúRomain RobbesÉric TanterDavid Röthlisberger","2013","http://link.springer.com/article/10.1007/s10664-012-9203-2","Article"
"Local user-centric identity management","Journal of Trust Management","","2","1","10.1186/s40493-014-0009-6","Audun JøsangChristophe RosenbergerLaurent MiralabéHenning KlevjerKent A VarmedalJérôme DaveauKnut Eilif HusaPetter Taugbøl","2015","http://link.springer.com/article/10.1186/s40493-014-0009-6","Article"
"A knowledge-based analysis of global function computation","Distributed Computing","","23","3","10.1007/s00446-010-0111-7","Joseph Y. HalpernSabina Petride","2010","http://link.springer.com/article/10.1007/s00446-010-0111-7","Article"
"A framework and tool to manage Cloud Computing service quality","Software Quality Journal","","23","4","10.1007/s11219-014-9248-0","Francisco José Domínguez-MayoJulián Alberto García-GarcíaMaría José EscalonaManuel MejíasMatias UrbietaGustavo Rossi","2015","http://link.springer.com/article/10.1007/s11219-014-9248-0","Article"
"Social group formation with mobile cloud services","Service Oriented Computing and Applications","","6","4","10.1007/s11761-012-0111-5","Satish Narayana SriramaCarlos PaniaguaHuber Flores","2012","http://link.springer.com/article/10.1007/s11761-012-0111-5","Article"
"LabVIEW based e-learning portal for virtual mass transfer operations laboratory","CSI Transactions on ICT","","1","1","10.1007/s40012-012-0007-8","Amrita AgarwalRamgopal UppaluriAnil Verma","2013","http://link.springer.com/article/10.1007/s40012-012-0007-8","Article"
"Modeling service representatives in enterprise systems using generic agents","Service Oriented Computing and Applications","","5","4","10.1007/s11761-011-0088-5","Mehran NajafiKamran Sartipi","2011","http://link.springer.com/article/10.1007/s11761-011-0088-5","Article"
"My private cloud – granting federated access to cloud resources","Journal of Cloud Computing: Advances, Systems and Applications","","2","1","10.1186/2192-113X-2-3","David W ChadwickMatteo CasenoveKristy Siu","2013","http://link.springer.com/article/10.1186/2192-113X-2-3","Article"
"Automated resolution of connector architectures using constraint solving (ARCAS method)","Software & Systems Modeling","","13","2","10.1007/s10270-012-0274-8","Jaroslav KezniklTomáš BurešFrantišek PlášilPetr Hnětynka","2014","http://link.springer.com/article/10.1007/s10270-012-0274-8","Article"
"Maintainability defects detection and correction: a multi-objective approach","Automated Software Engineering","","20","1","10.1007/s10515-011-0098-8","Ali OuniMarouane KessentiniHouari SahraouiMounir Boukadoum","2013","http://link.springer.com/article/10.1007/s10515-011-0098-8","Article"
"An exploratory study of the impact of antipatterns on class change- and fault-proneness","Empirical Software Engineering","","17","3","10.1007/s10664-011-9171-y","Foutse KhomhMassimiliano Di PentaYann-Gaël GuéhéneucGiuliano Antoniol","2012","http://link.springer.com/article/10.1007/s10664-011-9171-y","Article"
"Fully-adaptive algorithms for long-lived renaming","Distributed Computing","","24","2","10.1007/s00446-011-0137-5","Alex BrodskyFaith EllenPhilipp Woelfel","2011","http://link.springer.com/article/10.1007/s00446-011-0137-5","Article"
"The concepts of Petri nets","Software & Systems Modeling","","14","2","10.1007/s10270-014-0423-3","Jörg DeselWolfgang Reisig","2015","http://link.springer.com/article/10.1007/s10270-014-0423-3","Article"
"Modelling the ‘hurried’ bug report reading process to summarize bug reports","Empirical Software Engineering","","20","2","10.1007/s10664-014-9311-2","Rafael LotufoZeeshan MalikKrzysztof Czarnecki","2015","http://link.springer.com/article/10.1007/s10664-014-9311-2","Article"
"The use of hardware virtualization in the context of information security","Programming and Computer Software","","38","5","10.1134/S0361768812050064","D. V. Silakov","2012","http://link.springer.com/article/10.1134/S0361768812050064","Article"
"Robots for Field Operations with Comprehensive Multilayer Control","KI - Künstliche Intelligenz","","27","4","10.1007/s13218-013-0266-z","H. W. GriepentrogC. L. Dühring JaegerD. S. Paraforos","2013","http://link.springer.com/article/10.1007/s13218-013-0266-z","Article"
"Paraconsistent Computation Tree Logic","New Generation Computing","","29","4","10.1007/s00354-009-0116-6","Ken KaneiwaNorihiro Kamide","2011","http://link.springer.com/article/10.1007/s00354-009-0116-6","Article"
"Computational complexity and approximability of social welfare optimization in multiagent resource allocation","Autonomous Agents and Multi-Agent Systems","","28","2","10.1007/s10458-013-9224-2","Nhan-Tam NguyenTrung Thanh NguyenMagnus RoosJörg Rothe","2014","http://link.springer.com/article/10.1007/s10458-013-9224-2","Article"
"The Scalability of Disjoint Data Structures on a New Hardware Transactional Memory System","International Journal of Parallel Programming","","43","6","10.1007/s10766-014-0322-9","Gong SuStephen Heisig","2015","http://link.springer.com/article/10.1007/s10766-014-0322-9","Article"
"Mapping fine-grained power measurements to HPC application runtime characteristics on IBM POWER7","Computer Science - Research and Development","","29","3 - 4","10.1007/s00450-013-0245-5","Michael KnoblochMaciej FoszczynskiWilli HombergDirk PleiterHans Böttiger","2014","http://link.springer.com/article/10.1007/s00450-013-0245-5","Article"
"Analysing Interactivity in Information Visualisation","KI - Künstliche Intelligenz","","26","2","10.1007/s13218-012-0167-6","Margit PohlSylvia WiltnerSilvia MikschWolfgang AignerAlexander Rind","2012","http://link.springer.com/article/10.1007/s13218-012-0167-6","Article"
"Task-based User-System Interaction","KI - Künstliche Intelligenz","","26","2","10.1007/s13218-011-0166-z","Shah Rukh HumayounAntonella PoggiTiziana CatarciAlan Dix","2012","http://link.springer.com/article/10.1007/s13218-011-0166-z","Article"
"Functional synthesis for linear arithmetic and sets","International Journal on Software Tools for Technology Transfer","","15","5 - 6","10.1007/s10009-011-0217-7","Viktor KuncakMikaël MayerRuzica PiskacPhilippe Suter","2013","http://link.springer.com/article/10.1007/s10009-011-0217-7","Article"
"LSEbA: least squares regression and estimation by analogy in a semi-parametric model for software cost estimation","Empirical Software Engineering","","15","5","10.1007/s10664-010-9128-6","Nikolaos MittasLefteris Angelis","2010","http://link.springer.com/article/10.1007/s10664-010-9128-6","Article"
"On the realizability of collaborative services","Software & Systems Modeling","","12","3","10.1007/s10270-011-0216-x","Humberto Nicolás CastejónGregor von BochmannRolv Bræk","2013","http://link.springer.com/article/10.1007/s10270-011-0216-x","Article"
"Efficient evaluation methods of elementary functions suitable for SIMD computation","Computer Science - Research and Development","","25","1 - 2","10.1007/s00450-010-0108-2","Naoki Shibata","2010","http://link.springer.com/article/10.1007/s00450-010-0108-2","Article"
"Specification of invariability in OCL","Software & Systems Modeling","","12","2","10.1007/s10270-011-0215-y","Piotr Kosiuczenko","2013","http://link.springer.com/article/10.1007/s10270-011-0215-y","Article"
"Concern coverage in base station development: an empirical investigation","Software & Systems Modeling","","11","3","10.1007/s10270-010-0188-2","Lars ParetoPeter ErikssonStaffan Ehnebom","2012","http://link.springer.com/article/10.1007/s10270-010-0188-2","Article"
"Decision support for the software product line domain engineering lifecycle","Automated Software Engineering","","19","3","10.1007/s10515-011-0099-7","Ebrahim BagheriFaezeh EnsanDragan Gasevic","2012","http://link.springer.com/article/10.1007/s10515-011-0099-7","Article"
"Model of distributed computing system operation with time","Programming and Computer Software","","39","5","10.1134/S0361768813050046","R. L. Smelyansky","2013","http://link.springer.com/article/10.1134/S0361768813050046","Article"
"On regular temporal logics with past","Acta Informatica","","47","4","10.1007/s00236-010-0118-3","Christian DaxFelix KlaedtkeMartin Lange","2010","http://link.springer.com/article/10.1007/s00236-010-0118-3","Article"
"Variation factors in the design and analysis of replicated controlled experiments","Empirical Software Engineering","","19","6","10.1007/s10664-013-9262-z","Per RunesonAndreas StefikAnneliese Andrews","2014","http://link.springer.com/article/10.1007/s10664-013-9262-z","Article"
"A transformation-based approach to context-aware modelling","Software & Systems Modeling","","13","1","10.1007/s10270-012-0239-y","Sylvain DegrandsartSerge DemeyerJan Van den BerghTom Mens","2014","http://link.springer.com/article/10.1007/s10270-012-0239-y","Article"
"An efficient simulation algorithm on Kripke structures","Acta Informatica","","51","2","10.1007/s00236-014-0195-9","Francesco Ranzato","2014","http://link.springer.com/article/10.1007/s00236-014-0195-9","Article"
"User-centered Design Practice for Grid-enabled Simulation in e-Science","New Generation Computing","","28","2","10.1007/s00354-008-0082-4","Xiaoyu YangMartin DoveRichard Bruin","2010","http://link.springer.com/article/10.1007/s00354-008-0082-4","Article"
"Flexible workload generation for HPC cluster efficiency benchmarking","Computer Science - Research and Development","","27","4","10.1007/s00450-011-0194-9","Daniel MolkaDaniel HackenbergRobert SchöneTimo MinartzWolfgang E. Nagel","2012","http://link.springer.com/article/10.1007/s00450-011-0194-9","Article"
"Tradeoff exploration between reliability, power consumption, and execution time for embedded systems","International Journal on Software Tools for Technology Transfer","","15","3","10.1007/s10009-012-0263-9","Ismail AssayadAlain GiraultHamoudi Kalla","2013","http://link.springer.com/article/10.1007/s10009-012-0263-9","Article"
"Towards a cloud-based integrity measurement service","Journal of Cloud Computing: Advances, Systems and Applications","","2","1","10.1186/2192-113X-2-4","John ZicThomas Hardjono","2013","http://link.springer.com/article/10.1186/2192-113X-2-4","Article"
"Distilling the wisdom of crowds: weighted aggregation of decisions on multiple issues","Autonomous Agents and Multi-Agent Systems","","22","1","10.1007/s10458-009-9120-y","Eyal BaharadJacob GoldbergerMoshe KoppelShmuel Nitzan","2011","http://link.springer.com/article/10.1007/s10458-009-9120-y","Article"
"Towards worst-case churn resistant peer-to-peer systems","Distributed Computing","","22","4","10.1007/s00446-010-0099-z","Fabian KuhnStefan SchmidRoger Wattenhofer","2010","http://link.springer.com/article/10.1007/s00446-010-0099-z","Article"
