Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Yoo, J., Oh, J., Lee, S., Won, Y., Ha, J.-Y., Lee, J., Shim, J.","55837632700; 57205379611; 24824950900; 7102129143; 56258425600; 57208341927; 7201856188","OrcFS: Orchestrated file system for flash storage",2018,"ACM Transactions on Storage",14,"2", 17,,,,3,10.1145/3162614,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060291400&partnerID=40&md5=2ec7306d85682c0f4c697e2f2d504bf5",Article,Final,,Scopus,2-s2.0-85060291400
"Gonçalves-Ferreira, D., Leite, M., Santos-Pereira, C., Correia, M.E., Antunes, L., Cruz-Correia, R.","57195312546; 57201945897; 55246517000; 24729160900; 55971578000; 8849507000","HS.Register - An audit-trail tool to respond to the general data protection regulation (GDPR)",2018,"Studies in Health Technology and Informatics",247,"",,81,85,,6,10.3233/978-1-61499-852-5-81,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046532474&partnerID=40&md5=d8f9cbc937aee58d4ad1daff06b28d62",Conference Paper,Final,,Scopus,2-s2.0-85046532474
"Ilemobade, A., Jacobs, H., Botha, B.E.","35326690900; 7402131817; 57219174477","Sorting high temporal resolution end-use data - a pleasurable headache",2018,"1st International WDSA / CCWI 2018 Joint Conference",,"",,,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089570360&partnerID=40&md5=dac02f22dfb5cdbb253b02ea486b6477",Conference Paper,Final,,Scopus,2-s2.0-85089570360
"Erdem, S., Demirörs, O., Rabhi, F.","24076065900; 55949165100; 6603656081","Systematic mapping study on process mining in agile software development",2018,"Communications in Computer and Information Science",918,"",,289,299,,2,10.1007/978-3-030-00623-5_20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054851587&partnerID=40&md5=6d4d6ed6a1abf895bbbf76646ea04033",Conference Paper,Final,,Scopus,2-s2.0-85054851587
"Kaur, A., Chopra, D.","15757446700; 57196963238","GCC-Git Change Classifier for Extraction and Classification of Changes in Software Systems",2018,"Lecture Notes in Networks and Systems",19,"",,259,267,,4,10.1007/978-981-10-5523-2_24,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058944875&partnerID=40&md5=68818081301004754c19c5c088076764",Book Chapter,Final,,Scopus,2-s2.0-85058944875
"Kouzari, E., Sotiriadis, L., Stamelos, I.","57189061399; 57202691176; 6604041235","Process mining for process conformance checking in an OSS project: An empirical research",2018,"IFIP Advances in Information and Communication Technology",525,"",,79,89,,2,10.1007/978-3-319-92375-8_7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049000077&partnerID=40&md5=7fe0f9962731e4aeccc86249955e90c6",Conference Paper,Final,,Scopus,2-s2.0-85049000077
"Zhang, J., Liang, J., Tanaka, J.","57205880391; 57205884866; 35103690300","A lifelog viewer system supporting multiple memory cues",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10902 LNCS,"",,638,649,,,10.1007/978-3-319-91244-8_49,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061530377&partnerID=40&md5=5f0115ef25a8abf109507b510ae07974",Conference Paper,Final,,Scopus,2-s2.0-85061530377
"Wirawan, N.Y., Sutrisnowati, R.A., Sim, S., Utama, N.I., Wahid, N.A., Adi, T.N., Choi, Y., Kamal, I.M., Pulshashi, I.R., Bae, H.","57203802177; 55621037100; 57191752290; 35175428900; 57203801271; 57200523762; 57188882054; 57196244889; 56607259600; 7103223976","Petri nets simulation for operational analytics based on process data: An overview",2018,"ICIC Express Letters, Part B: Applications",9,"10",,1033,1040,,,10.24507/icicelb.09.10.1033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052991445&partnerID=40&md5=c7ac0ddc1b5a4bd7b4558a35bd2e5327",Article,Final,,Scopus,2-s2.0-85052991445
"Nagy, Z., Werner-Stark, Á., Dulai, T.","57197698574; 23475894200; 8283301800","An industrial application using process mining to reduce the number of faulty products",2018,"Communications in Computer and Information Science",909,"",,352,363,,1,10.1007/978-3-030-00063-9_33,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053513178&partnerID=40&md5=cbea4d479bd011f5880e65e2fc938c58",Conference Paper,Final,,Scopus,2-s2.0-85053513178
"Aniello, L., Baldoni, R., Lombardi, F.","39860935400; 35580567700; 56321497300","A blockchain-based solution for enabling log-based resolution of disputes in multi-party transactions",2018,"Advances in Intelligent Systems and Computing",717,"",,53,58,,,10.1007/978-3-319-70578-1_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041807514&partnerID=40&md5=52f503a1f68371cf61b1aeac99a8fa45",Conference Paper,Final,,Scopus,2-s2.0-85041807514
"Zhang, M., Liu, D., Tang, J., Feng, Y., Wang, T., Dobbin, K.K., Schliekelman, P., Zhao, S.","56130357500; 56374741100; 55589497300; 57203959753; 57202707962; 6701594186; 6603103755; 57221973518","SEG - A Software Program for Finding Somatic Copy Number Alterations in Whole Genome Sequencing Data of Cancer",2018,"Computational and Structural Biotechnology Journal",16,"",,335,341,,,10.1016/j.csbj.2018.09.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053754551&partnerID=40&md5=5ceeda0f64d6c2c6aacf140fe5e6b202",Article,Final,Open Access,Scopus,2-s2.0-85053754551
"Bezerra, M.A.D., Cabral, M.D.C.S., Santiago, E.R.","57201422335; 57201425718; 57201419832","An internet of things (IoT) project based on a text messaging (SMS) gateway applied to a pipeline SCADA system",2018,"Proceedings of the Biennial International Pipeline Conference, IPC",3,"",,,,,,10.1115/IPC2018-78044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056841810&partnerID=40&md5=6f4c0ae07d12868b7bc4fe660408dd16",Conference Paper,Final,,Scopus,2-s2.0-85056841810
"Hossain, S.M.A., Rahman, A.","57208808457; 57201245241","Flood frequency analysis for the Brisbane river catchment",2018,"2018 Hydrology and Water Resources Symposium, HWRS 2018: Water and Communities",,"",,340,350,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060725973&partnerID=40&md5=a127e2cd96cf0a004f2515b0dcd36b10",Conference Paper,Final,,Scopus,2-s2.0-85060725973
"Valdivieso, H., Lee, W.L.J., Munoz-Gama, J., Sepúlveda, M.","57203929950; 57195919885; 36603094000; 7005859415","OpyenXES: A complete python library for the extensible event stream standard",2018,"CEUR Workshop Proceedings",2196,"",,71,75,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053621325&partnerID=40&md5=52a15ce771da9f3c2ec46f43bb901162",Conference Paper,Final,,Scopus,2-s2.0-85053621325
"Agarwal, P.K., Fox, K., Nath, A.","7202300586; 37120108600; 57023156000","Maintaining reeb graphs of triangulated 2-manifolds",2018,"Leibniz International Proceedings in Informatics, LIPIcs",93,"", 8,,,,,10.4230/LIPIcs.FSTTCS.2017.8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044006446&partnerID=40&md5=3d0ff686e8e727b97cfcc046cc60a7f5",Conference Paper,Final,,Scopus,2-s2.0-85044006446
"Brand, J., Küng, B., Sartori, K., Meier, L.","57204144470; 57204141477; 57204148817; 57204149529","Reliability for unmanned aerial vehicles through automatic flight data analyses: From single flight logs, to population statistics, to anomaly detection using artificial neural networks",2018,"AUVSI XPONENTIAL 2018",,"",,,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054660584&partnerID=40&md5=7b74a7473cfec6d7e0013002f2013685",Conference Paper,Final,,Scopus,2-s2.0-85054660584
"Edwards, T.","57190441515","Dealing with the big data - The challenges for modern mission monitoring and reporting",2018,"15th International Conference on Space Operations, 2018",,"", AIAA 2018-2507,,,,,10.2514/6.2018-2507,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066490890&partnerID=40&md5=94e4eef12896f28000be81cb85731c1b",Conference Paper,Final,Open Access,Scopus,2-s2.0-85066490890
"Ainapure, B.S., Shah, D., Rao, A.A.","55575963200; 57198677905; 16234993800","A novel approach to detect and mitigate cache side channel attack in cloud environment",2018,"Communications in Computer and Information Science",828,"",,361,370,,,10.1007/978-981-10-8660-1_27,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049035403&partnerID=40&md5=40c75bb5c208819766bce66c881d9a9a",Conference Paper,Final,,Scopus,2-s2.0-85049035403
"Dixit, P.M., Verbeek, H.M.W., van der Aalst, W.M.P.","57188727980; 7006780913; 7007153024","Incremental computation of synthesis rules for free-choice Petri nets",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",11222 LNCS,"",,97,117,,,10.1007/978-3-030-02146-7_5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055122399&partnerID=40&md5=0261ebf685c1271c541429a59ea70cef",Conference Paper,Final,,Scopus,2-s2.0-85055122399
"Hulme, S.N., Maartens, D.S., Brink, J.D., Koeslag, A.R.","57191727383; 56348965200; 14819250900; 26658310500","Development of a centralised change logging system for the Southern African Large Telescope",2018,"Proceedings of SPIE - The International Society for Optical Engineering",10707,"", 107072N,,,,,10.1117/12.2313215,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052633086&partnerID=40&md5=75b306cb4c576766f1df2eb925261101",Conference Paper,Final,,Scopus,2-s2.0-85052633086
"Lambe, G., Linnane, N., Callanan, I., Butler, M.W.","6507437467; 57194446729; 6602820850; 57200818997","Cleaning up the paper trail – our clinical notes in open view",2018,"International Journal of Health Care Quality Assurance",31,"3",,228,236,,,10.1108/IJHCQA-09-2016-0126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045901846&partnerID=40&md5=86fd46ec9b19f941a896815404adac4d",Article,Final,,Scopus,2-s2.0-85045901846
"van der Aalst, W.","7007153024","Spreadsheets for business process management: Using process mining to deal with “events” rather than “numbers”?",2018,"Business Process Management Journal",24,"1",,105,127,,13,10.1108/BPMJ-10-2016-0190,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041814882&partnerID=40&md5=9c12c72ac6ab8000bfce0c2b8f6073d9",Article,Final,,Scopus,2-s2.0-85041814882
"Gupta, M., Mandal, A., Dasgupta, G., Serebrenik, A.","35515712200; 57190986368; 35519470900; 8987563200","Runtime monitoring in continuous deployment by differencing execution behavior model",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",11236 LNCS,"",,812,827,,5,10.1007/978-3-030-03596-9_58,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056885539&partnerID=40&md5=44b899b4d4947945ce293cffc0fd860b",Conference Paper,Final,,Scopus,2-s2.0-85056885539
"Ponce de León, H., Nardelli, L., Carmona, J., vanden Broucke, S.K.L.M.","55250157600; 57195677294; 22333712700; 55369965500","Incorporating negative information to process discovery of complex systems",2018,"Information Sciences",422,"",,480,496,,3,10.1016/j.ins.2017.09.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029528097&partnerID=40&md5=25caed82d9c864f9d9b0b520254f44ad",Article,Final,,Scopus,2-s2.0-85029528097
"Lautenschlager, F., Ciolkowski, M.","57204802826; 6602496789","Making runtime data useful for incident diagnosis: An experience report",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",11271 LNCS,"",,422,430,,2,10.1007/978-3-030-03673-7_33,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057277274&partnerID=40&md5=2c0d74d053c6590121343124ed077878",Conference Paper,Final,,Scopus,2-s2.0-85057277274
"Yoder, S., Morgan, S., Kinzy, C., Barnes, E., Kirka, M., Paquit, V., Nandwana, P., Plotkowski, A., Dehoff, R.R., Babu, S.S.","57193416166; 57200038548; 57200039883; 57200043039; 36093151100; 14023182200; 49461733200; 55336535000; 8545145400; 25932105600","Characterization of topology optimized Ti-6Al-4V components using electron beam powder bed fusion",2018,"Additive Manufacturing",19,"",,184,196,,20,10.1016/j.addma.2017.12.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038912332&partnerID=40&md5=279a12f0146e20fa4a1244f4c3670387",Article,Final,Open Access,Scopus,2-s2.0-85038912332
"Leno, V., Dumas, M., Maggi, F.M., La Rosa, M.","57202443496; 7201354798; 35318465800; 23397159700","Multi-Perspective process model discovery for robotic process automation",2018,"CEUR Workshop Proceedings",2114,"",,37,45,,11,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049113161&partnerID=40&md5=6f9ad12f2f241babd71fbacc8495a906",Conference Paper,Final,,Scopus,2-s2.0-85049113161
"Abareshi, B., Williams, D., Marshall, R.","6506056918; 57210249583; 55435803300","Building a telescope engineering data system with Redis, InfluxDB and Grafana",2018,"Proceedings of SPIE - The International Society for Optical Engineering",10707,"", 107071J,,,,,10.1117/12.2313194,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052648069&partnerID=40&md5=8ec631f5885b646b8a17354be4b0e8fa",Conference Paper,Final,,Scopus,2-s2.0-85052648069
"Kim, S., Kim, Y., Choi, S.Y., Jung, W., Park, J.","57206875828; 37084910800; 26324640000; 7201621963; 8237508600","Design and implementation of HuREX analysis supporting interface for HRA data extraction",2018,"Nuclear Technology",202,"2-3",,259,277,,1,10.1080/00295450.2017.1409053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055420418&partnerID=40&md5=a74be834192a253a92478652bc85b0eb",Article,Final,,Scopus,2-s2.0-85055420418
[No author name available],[No author name available],"30th International Conference on Advanced Information Systems Engineering, CAiSE 2018",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10816 LNCS,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048481882&partnerID=40&md5=17a61a53070c74e5b9df3d16fc6a8915",Conference Review,Final,,Scopus,2-s2.0-85048481882
"Agapito, G.","55371906400","Computing languages for bioinformatics: Perl",2018,"Encyclopedia of Bioinformatics and Computational Biology: ABC of Bioinformatics",1-3,"",,176,186,,,10.1016/B978-0-12-809633-8.20364-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079766187&partnerID=40&md5=9f424986b8f9806a80a041efa4fdc5e8",Book Chapter,Final,,Scopus,2-s2.0-85079766187
"Nzanywayingoma, F., Yang, Y.","55547910300; 56162248100","Task scheduling and virtual resource optimising in Hadoop YARN-based cloud computing environment",2018,"International Journal of Cloud Computing",7,"2",,83,102,,3,10.1504/IJCC.2018.093741,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051252736&partnerID=40&md5=4aad3867a65f911b29a5b32bfc5c170c",Article,Final,,Scopus,2-s2.0-85051252736
"Greenyer, J., Gritzner, D., Harel, D., Marron, A.","22979533400; 56121792200; 24457480800; 36340370200","Towards systematic and automatic handling of execution traces associated with scenario-based models",2018,"MODELSWARD 2018 - Proceedings of the 6th International Conference on Model-Driven Engineering and Software Development",2018-January,"",,560,566,,1,10.5220/0006671105600566,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052012739&partnerID=40&md5=d95f210205f856e01a2a0b8431915de3",Conference Paper,Final,Open Access,Scopus,2-s2.0-85052012739
"Oberhauser, R., Stigler, S.","56618260400; 57196424166","Microflows: Leveraging process mining and an automated constraint recommender for microflow modeling",2018,"Lecture Notes in Business Information Processing",309,"",,25,48,,3,10.1007/978-3-319-78428-1_2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044479876&partnerID=40&md5=f4d64e742f0106a537afa621e5afbb1f",Conference Paper,Final,,Scopus,2-s2.0-85044479876
"Polig, R., Atasu, K., Giefers, H., Hagleitner, C., Chiticariu, L., Reiss, F., Zhu, H., Hofstee, P.","55837247700; 6507605015; 25627624300; 57203998245; 10739529800; 36176274900; 7404664494; 6602516823","A hardware compilation framework for text analytics queries",2018,"Journal of Parallel and Distributed Computing",111,"",,260,272,,2,10.1016/j.jpdc.2017.05.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021130573&partnerID=40&md5=8a7fc8af8329561ca342fe1a12207f83",Article,Final,,Scopus,2-s2.0-85021130573
"Kim, S., Kim, Y., Choi, S.Y., Jung, W., Park, J.","57206875828; 37084910800; 26324640000; 7201621963; 8237508600","HuREX: An integrated analysis framework for operator reliability data and its supporting system",2018,"Proceedings of the 2018 International Congress on Advances in Nuclear Power Plants, ICAPP 2018",,"",,273,278,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050151624&partnerID=40&md5=f33c722afbd456821679aaa52d0911be",Conference Paper,Final,,Scopus,2-s2.0-85050151624
"Antonelli, H.L., Igawa, R.A., Pontin, R., Fortes, M., Rizo, E.H., Watanabe, W.M.","57170870600; 56512112700; 57204923518; 57204921088; 57203114443; 35180645400","Drop-down menuwidget identification using HTML structure changes classification",2018,"ACM Transactions on Accessible Computing",11,"2", 3178854,,,,4,10.1145/3178854,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057884179&partnerID=40&md5=7ad0fb4f16d694ac959a506a3c6f069d",Article,Final,,Scopus,2-s2.0-85057884179
"Elsheikh, E.A.M., Amao, A.M.","57206476435; 55316946000","Surmounting paucity of data in hydraulic fracture designs: Case studies from the Permian Basin",2018,"Society of Petroleum Engineers - SPE Kingdom of Saudi Arabia Annual Technical Symposium and Exhibition 2018, SATS 2018",,"",,,,,,10.2118/192195-ms,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088073349&partnerID=40&md5=1feb7c42e43193bfc7d633a5d5e9f181",Conference Paper,Final,,Scopus,2-s2.0-85088073349
"Kavčič, A., Pesek, M., Bohak, C., Marolt, M.","7004603977; 56258907000; 55582372100; 6603601816","Introducing on-site customers in agile software development projects: An alternative approach to project work in engineering education",2018,"International Journal of Engineering Education",34,"2",,482,496,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044405740&partnerID=40&md5=6e254a2c97ba34323385ffab381536a3",Editorial,Final,,Scopus,2-s2.0-85044405740
"Zhang, L., Wen, M., Ashuri, B.","55271615200; 57196318467; 24777992700","BIM Log Mining: Measuring Design Productivity",2018,"Journal of Computing in Civil Engineering",32,"1", 04017071,,,,18,10.1061/(ASCE)CP.1943-5487.0000721,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032629269&partnerID=40&md5=703c4e28f8ec6d48cdb9c755c8cb56e4",Article,Final,,Scopus,2-s2.0-85032629269
"Wurzenberger, M., Skopik, F., Settanni, G., Fiedler, R.","57188550609; 27568141600; 56396747600; 55834308200","AECID: A Self-learning Anomaly Detection Approach based on Light-weight Log Parser Models",2018,"ICISSP 2018 - Proceedings of the 4th International Conference on Information Systems Security and Privacy",2018-January,"",,386,397,,5,10.5220/0006643003860397,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050163209&partnerID=40&md5=e2a1b801179ec3676a0f4440e22ebb2e",Conference Paper,Final,Open Access,Scopus,2-s2.0-85050163209
"Jain, A., Patel, N., Hammonds, P., Pandey, S.","57203015778; 57203021013; 14524493800; 57202809658","A smart software system for flow assurance management",2018,"Society of Petroleum Engineers - SPE Asia Pacific Oil and Gas Conference and Exhibition 2018, APOGCE 2018",,"",,,,,,10.2118/191951-ms,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086687351&partnerID=40&md5=3892463bc717834552a595cdc74b54aa",Conference Paper,Final,,Scopus,2-s2.0-85086687351
"Honda, M., Lettieri, G., Eggert, L., Santry, D.","24478676100; 7003691785; 8888787100; 57023581500","Paste: A network programming interface for non-volatile main memory",2018,"Proceedings of the 15th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2018",,"",,17,33,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066887337&partnerID=40&md5=7f6570fc441981ca36563a0680a0e5dd",Conference Paper,Final,,Scopus,2-s2.0-85066887337
"Henriques, J., Caldeira, F., Cruz, T., Simões, P.","57212949794; 36023210300; 36974929400; 57203241452","On the use of ontology data for protecting critical infrastructures",2018,"European Conference on Information Warfare and Security, ECCWS",2018-June,"",,208,216,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050829828&partnerID=40&md5=2d76a70898c523fa7b4acad9a9a1b831",Conference Paper,Final,,Scopus,2-s2.0-85050829828
[No author name available],[No author name available],"CAiSE Forum 2018 held as part of the 30th International Conference on Advanced Information Systems Engineering, CAiSE 2018",2018,"Lecture Notes in Business Information Processing",317,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048627385&partnerID=40&md5=320dc5dfc52e50083723341c3eb0c435",Conference Review,Final,,Scopus,2-s2.0-85048627385
"Vieira, F.M.C., Machado, J.M.C., De Souza Vismara, E., Possenti, J.C.","26424011200; 57203167300; 57201998642; 6506137385","Probability distributions of frequency analysis of rainfall at the southwest region of Paraná State, Brazil",2018,"Revista de Ciencias Agroveterinarias",17,"2",,260,266,,2,10.5965/223811711722018260,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050819297&partnerID=40&md5=1ca5d0327105527b3abb05197db973b9",Article,Final,Open Access,Scopus,2-s2.0-85050819297
"Goodyear, G., Sood, A., Andrews, M., Solomon, C.J., Luycx, M., Torres-Verdín, C.","54959196400; 7201451039; 56041002100; 20434661500; 57192103426; 6701387062","What’s new in borehole nuclear modeling? (a lot!)",2018,"SPWLA 59th Annual Logging Symposium 2018",,"",,,,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051675603&partnerID=40&md5=04abef169506771b0bb73a2616bfab38",Conference Paper,Final,,Scopus,2-s2.0-85051675603
"Pužuls, K., Štāls, T., Zimelis, A., Lazdiņš, A.","57202643362; 57202419059; 56024936600; 17434803900","Preliminary conclusions on application of ultrasonic sensors in evaluation of distribution and depth of ruts in forest thinning",2018,"Agronomy Research",16,"Special Issue  1",,1209,1217,,3,10.15159/AR.18.051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051128374&partnerID=40&md5=9c884f76eca86d0f6a51c0c8713df177",Article,Final,,Scopus,2-s2.0-85051128374
"de Leoni, M., Lanciano, G., Marrella, A.","22937181700; 57195917751; 23569686800","Aligning partially-ordered process-execution traces and models using automated planning",2018,"Proceedings International Conference on Automated Planning and Scheduling, ICAPS",2018-June,"",,321,329,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054962763&partnerID=40&md5=e0c66d8894cf6428f9822f877cbf4644",Conference Paper,Final,,Scopus,2-s2.0-85054962763
"Chu, G., Li, V., Hui, A., Lam, C., Chan, E., Law, M., Yip, L., Lam, W.","57203920624; 57203916602; 57203913375; 14119182300; 57104354900; 8663654000; 7006233502; 57202919037","Failure analysis for ultrasound machines in a radiology department after implementation of predictive maintenance method",2018,"Journal of Medical Ultrasound",26,"1",,42,44,,,10.4103/JMU.JMU_13_18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053513282&partnerID=40&md5=bcdefc6b91fbf6861615800146980fba",Article,Final,Open Access,Scopus,2-s2.0-85053513282
[No author name available],[No author name available],"19th International Conference on Business Process Modeling, Development and Support, BPMDS 2018 and 23rd International Conference on Evaluation and Modeling Methods for Systems Analysis and Development, EMMSAD 2018 Held at 30th International Conference on Advanced Information Systems Engineering, CAiSE 2018",2018,"Lecture Notes in Business Information Processing",318,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048566509&partnerID=40&md5=17f6e484d6a8d9708936c98d9c8d74ac",Conference Review,Final,,Scopus,2-s2.0-85048566509
"Subach, R.M.","57194499244","Improving food choices and nutrient adequacy in adolescents/young adults with developmental disabilities",2018,"Disability and Health Journal",11,"1",,139,142,,1,10.1016/j.dhjo.2017.05.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020435352&partnerID=40&md5=d5951412a480f7d79f2f0974b779d948",Article,Final,,Scopus,2-s2.0-85020435352
[No author name available],[No author name available],"7th International Conference on Analysis of Images, Social Networks and Texts, AIST 2018",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",11179 LNCS,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059956862&partnerID=40&md5=515f7c36f466903fcc1fb847d67c0cf9",Conference Review,Final,,Scopus,2-s2.0-85059956862
[No author name available],[No author name available],"37th International Conference on Conceptual Modeling, ER 2018",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",11157 LNCS,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054826316&partnerID=40&md5=4bde6e215dad8954fa1a2132c4d85903",Conference Review,Final,,Scopus,2-s2.0-85054826316
"Effah, E., Kabanda, S., Owusu-Adjei, E.","57009071200; 22035047500; 57204780515","Using motion detection and facial recognition to secure places of high security: A case study at banking vaults of Ghana",2018,"Advances in Intelligent Systems and Computing",868,"",,504,520,,,10.1007/978-3-030-01054-6_36,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057123624&partnerID=40&md5=906cf7d479c944931608f78dcf262cdf",Conference Paper,Final,,Scopus,2-s2.0-85057123624
"Borghetti, P., Spiazzi, L., Cozzaglio, C., Pedretti, S., Caraffini, B., Triggiani, L., Greco, D., Bardoscia, L., Barbera, F., Buglione, M., Magrini, S.M.","37012031100; 6602414976; 57195720089; 55939774600; 6508179526; 53664553400; 57191586572; 57193676840; 7003853698; 6506580793; 24076371000","Postoperative radiotherapy for prostate cancer: the sooner the better and potential to reduce toxicity even further",2018,"Radiologia Medica",123,"1",,63,70,,8,10.1007/s11547-017-0807-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029582924&partnerID=40&md5=0c1c600ec410814413adc8b25dfa0df1",Article,Final,,Scopus,2-s2.0-85029582924
"Grishina, E.","57200390422","Using well testing and production logging methods to estimate individual frature's parametres and performance in a fractured horizontal",2018,"Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2018, RPTC 2018",,"",,,,,1,10.2118/191563-18rptc-ms,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085853020&partnerID=40&md5=84c0d2be4723ae3cd1b009970407ba1e",Conference Paper,Final,,Scopus,2-s2.0-85085853020
"Crowther, M.J., Lambert, P.C.","55058953200; 7402303348","Parametric multistate survival models: Flexible modelling allowing transition-specific distributions with application to estimating clinically useful measures of effect differences",2017,"Statistics in Medicine",36,"29",,4719,4742,,35,10.1002/sim.7448,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028833347&partnerID=40&md5=09d0de8ef83e96644b6bb0064bfa06fe",Article,Final,,Scopus,2-s2.0-85028833347
"Paudyal, R., Shakya, S.","57201886166; 24449599200","An approach towards backbone network congestion minimization in software defined network",2017,"Proceeding - IEEE International Conference on Computing, Communication and Automation, ICCCA 2017",2017-January,"",,412,416,,1,10.1109/CCAA.2017.8229855,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046364367&partnerID=40&md5=613fd4fa9f6c0f939e6eaa9c5b546f76",Conference Paper,Final,,Scopus,2-s2.0-85046364367
"Seifert, S., Meyer, P., Ramee, C., Evans, E., Roberts, W., Griendling, K., Mavris, D.","57202391365; 57202394142; 57190496550; 57202388347; 57193407720; 36084556700; 57201567978","ARCS: A unified environment for autonomous robot control and simulation",2017,"OCEANS 2017 - Anchorage",2017-January,"",,1,8,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048184447&partnerID=40&md5=37112e0adea5bf64e72a8aafe562fe62",Conference Paper,Final,,Scopus,2-s2.0-85048184447
"Gadler, D., Mairegger, M., Janes, A., Russo, B.","57193343421; 57204222088; 7003421075; 9335579000","Mining Logs to Model the Use of a System",2017,"International Symposium on Empirical Software Engineering and Measurement",2017-November,"",,334,343,,5,10.1109/ESEM.2017.47,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042355710&partnerID=40&md5=694ca40849fbcd5c5576e613c748be5c",Conference Paper,Final,,Scopus,2-s2.0-85042355710
